,0,1,2,25,3,4,5,6,7,75,8,9,max,mean,median,min,power
0,9846.0,784.4079356574877,1402.4818038781495,-1797.0,912.3755753403083,329.8663210918798,20.0,329.8663210918798,912.3755753403083,1807.0,1402.4818038781495,784.4079356574877,17769.0,0.2725191349657384,10.0,-23116.0,2679.2700498456666
1,5999.0,10147.003007323126,3110.2422327678237,-1817.0,1604.67970928015,2048.0991805836516,2089.0,2048.0991805836516,1604.67970928015,1826.0,3110.2422327678237,10147.003007323126,16499.0,0.25051122916015367,9.0,-16559.0,2713.3654379755044
2,11764.0,2323.2512851247116,3174.407692125327,-1861.0,972.4204163664883,894.6718974996126,542.0,894.6718974996126,972.4204163664883,1864.0,3174.407692125327,2323.2512851247116,24505.0,0.22881254704110335,3.0,-20785.0,2780.038129234921
3,1070.0,9250.180845088704,3932.8154806655093,-1900.0,2120.0288519626415,1492.2842876066602,1162.0,1492.2842876066602,2120.0288519626415,1902.0,3932.8154806655093,9250.180845088704,18030.0,0.2631029136831881,1.0,-24550.0,2832.9398158097183
4,7591.0,17196.417311872192,4215.168136409585,-1925.0,1607.559216931786,1586.6110367060187,1565.0,1586.6110367060187,1607.559216931786,1934.0,4215.168136409585,17196.417311872192,31417.0,0.2189905346749561,8.0,-32218.0,2892.610758467167
5,21016.0,7112.861236824097,4859.20367880633,-1978.0,2112.7250236803575,2353.7250493366973,1986.0,2353.7250493366973,2112.7250236803575,1978.0,4859.20367880633,7112.861236824097,32767.0,0.28506995635865706,1.0,-30909.0,2970.4891853026497
6,11244.0,8790.58590296128,2557.9400627489013,-1890.0,3208.5312033169325,2535.5353745085376,2448.0,2535.5353745085376,3208.5312033169325,1890.0,2557.9400627489013,8790.58590296128,15036.0,0.23083758215879335,-1.0,-15625.0,2799.5828260653407
7,14008.0,7425.2324500347995,362.01605219865587,-1947.0,825.0000381516384,638.1476145458042,644.0,638.1476145458042,825.0000381516384,1946.0,362.01605219865587,7425.2324500347995,24747.0,0.2560796557016267,-1.0,-31973.0,2892.292343453545
8,2389.0,5521.1475479576475,4002.391630494904,-1923.0,1254.754858002651,1134.8097797183218,1315.0,1134.8097797183218,1254.754858002651,1923.0,4002.391630494904,5521.1475479576475,18219.0,0.2697053994335966,0.0,-15349.0,2852.3551672258486
9,31571.0,12352.252859188775,1268.6259309157942,-1923.0,868.4390034209218,171.07088416218943,549.0,171.07088416218943,868.4390034209218,1924.0,1268.6259309157942,12352.252859188775,18900.0,0.2487235722256325,2.0,-16833.0,2850.086489915701
10,26242.0,3454.193213597923,6388.390744208805,-2006.0,3294.8068597618967,2235.4343424281665,2402.0,2235.4343424281665,3294.8068597618967,1996.0,6388.390744208805,3454.193213597923,30332.0,0.23786132017712558,-14.0,-32768.0,2962.949881452604
11,11764.0,5022.428987127889,1106.8070181419655,-1919.0,329.8637131567104,310.68508910421184,28.0,310.68508910421184,329.8637131567104,1910.0,1106.8070181419655,5022.428987127889,32407.0,0.24142621324793478,-9.0,-32768.0,2893.209463554272
12,39083.0,9943.23584353727,1697.1750512282335,-1821.0,2390.2487234168066,1429.6624935586847,1237.0,1429.6624935586847,2390.2487234168066,1812.0,1697.1750512282335,9943.23584353727,24283.0,0.24613523395892126,-10.0,-20840.0,2717.8559564480233
13,25644.0,3728.8205457226636,2362.962686637634,-1899.0,684.8578960605881,927.4774075729622,702.0,927.4774075729622,684.8578960605881,1896.0,2362.962686637634,3728.8205457226636,27215.0,0.2682629089388247,-3.0,-23887.0,2887.6232441230973
14,36505.0,5900.276469802041,1775.7403319333223,-1670.0,557.5711433533462,655.1230980093172,543.0,655.1230980093172,557.5711433533462,1672.0,1775.7403319333223,5900.276469802041,32767.0,0.22946233681500003,0.0,-32768.0,2534.2975358075064
15,34320.0,7072.60072398294,1275.827898840328,-1615.0,1503.366887727678,1643.8060021002107,1508.0,1643.8060021002107,1503.366887727678,1617.0,1275.827898840328,7072.60072398294,20516.0,0.2550240748441331,1.0,-21759.0,2420.0880149283826
16,628.0,5972.614506948057,1169.1536552652517,-1578.0,387.11878202124115,385.4124159649001,380.0,385.4124159649001,387.11878202124115,1581.0,1169.1536552652517,5972.614506948057,24059.0,0.25386074573312317,3.0,-26939.0,2382.3255445047807
17,11430.0,4424.019101145815,2399.0210812683385,-1512.0,688.8526639978787,577.8519288105682,492.0,577.8519288105682,688.8526639978787,1515.0,2399.0210812683385,4424.019101145815,31501.0,0.2403067674983904,3.0,-32768.0,2307.3376432590007
18,40063.0,4939.622748102764,3450.8909977730655,-1752.0,1318.3854164946263,1136.6328877385208,967.0,1136.6328877385208,1318.3854164946263,1747.0,3450.8909977730655,4939.622748102764,20487.0,0.25886436901066623,-3.0,-21988.0,2647.655566723134
19,37426.0,7907.303948986217,5747.595133483194,-1510.0,3527.0649637264974,2497.360042436876,2728.0,2497.360042436876,3527.0649637264974,1511.0,5747.595133483194,7907.303948986217,23068.0,0.24814158764561364,1.0,-25221.0,2286.1014850614133
20,41355.0,11495.321647810382,2385.952653728851,-1591.0,1262.472658469095,1201.5136013230333,911.0,1201.5136013230333,1262.472658469095,1594.0,2385.952653728851,11495.321647810382,31449.0,0.2473958305206179,3.0,-32768.0,2429.561894663316
21,21431.0,2509.1206115507202,2781.968557553512,-1582.0,454.5478596268399,619.453747089825,385.0,619.453747089825,454.5478596268399,1584.0,2781.968557553512,2509.1206115507202,20024.0,0.24857076052025584,3.0,-18589.0,2362.7483996397077
22,12555.0,7348.919581636106,3839.1446834810217,-1580.0,2665.5217092804537,2467.3737250970735,2335.0,2467.3737250970735,2665.5217092804537,1581.0,3839.1446834810217,7348.919581636106,26154.0,0.2580811290144825,1.0,-24006.0,2381.819262664571
23,17990.0,7021.128912200807,1207.4407037812007,-1431.0,1180.1634625160673,1143.320579213178,1084.0,1143.320579213178,1180.1634625160673,1432.0,1207.4407037812007,7021.128912200807,31095.0,0.2416276086748245,1.0,-32768.0,2275.123293362362
24,37246.0,5900.946233573087,2354.7306856735418,-1515.0,1300.3001762976103,818.5904946598286,956.0,818.5904946598286,1300.3001762976103,1517.0,2354.7306856735418,5900.946233573087,32767.0,0.25484064079308477,2.0,-32768.0,2279.8780669149833
25,22934.0,5309.830076382291,2501.889028573133,-1488.0,1080.2497673899459,550.5799566869372,290.0,550.5799566869372,1080.2497673899459,1489.0,2501.889028573133,5309.830076382291,28226.0,0.2552013884263535,1.0,-25986.0,2246.9628390340595
26,14668.0,3030.0880204809596,240.18423338256613,-1419.0,438.59843608679535,180.44260592894486,94.0,180.44260592894486,438.59843608679535,1421.0,240.18423338256613,3030.0880204809596,29531.0,0.24445702540814626,1.0,-32562.0,2166.982233429707
27,34847.0,7572.173393950362,3898.02207368867,-1968.0,1425.6447986613841,1064.864739314759,1443.0,1064.864739314759,1425.6447986613841,1980.0,3898.02207368867,7572.173393950362,18873.0,0.2426440265324324,11.0,-20977.0,2955.4309330451288
28,60302.0,4990.684487368404,5855.210010320558,-2117.0,3218.4527878377176,2866.93978573703,2660.0,2866.93978573703,3218.4527878377176,2119.0,5855.210010320558,4990.684487368404,32767.0,0.2433005568226526,1.0,-29863.0,3190.0239811010824
29,43376.0,1678.1516978360821,1450.7537138774896,-1354.0,289.9428892900696,412.09909205271526,490.0,412.09909205271526,289.9428892900696,1352.0,1450.7537138774896,1678.1516978360821,13943.0,0.251315710783446,2.0,-11835.0,2007.6239687750294
30,2017.0,3855.6346297845366,1735.6994728232917,-1365.0,653.5783056422986,475.65779720398535,307.0,475.65779720398535,653.5783056422986,1358.0,1735.6994728232917,3855.6346297845366,18343.0,0.2547220317076288,-6.0,-20942.0,2007.8102499987392
31,16473.0,2493.7738690416213,89.09374872282538,-1377.0,286.6441872516907,55.36518706293751,17.0,55.36518706293751,286.6441872516907,1383.0,89.09374872282538,2493.7738690416213,12400.0,0.23995420049175767,9.0,-14095.0,2031.4945237435418
32,7551.0,724.2247231275198,1584.660158112059,-1455.0,1056.1441901610156,669.8986365803888,531.0,669.8986365803888,1056.1441901610156,1454.0,1584.660158112059,724.2247231275198,11488.0,0.24830898046790384,-1.0,-12635.0,2147.1183013518375
33,10026.0,6746.514747461471,2075.8931290470127,-1661.0,1335.876402323538,980.379883910008,736.0,980.379883910008,1335.876402323538,1664.0,2075.8931290470127,6746.514747461471,25151.0,0.26132427743965186,4.0,-29163.0,2570.4295360892506
34,30602.0,969.7079180099367,1163.9926790307234,-1502.0,438.67249030322597,583.2958453159795,366.0,583.2958453159795,438.67249030322597,1508.0,1163.9926790307234,969.7079180099367,20093.0,0.26020285153842787,6.0,-19198.0,2263.349509024181
35,18241.0,1254.6875168124773,368.9637924484418,-1546.0,510.92781794979555,73.05970067050332,157.0,73.05970067050332,510.92781794979555,1553.0,368.9637924484418,1254.6875168124773,18669.0,0.2498154758654513,7.0,-20659.0,2344.24721392604
36,6909.0,6155.517318800076,2618.5957977497956,-1631.0,1039.4342393592387,1838.7259306397755,1611.0,1838.7259306397755,1039.4342393592387,1629.0,2618.5957977497956,6155.517318800076,32767.0,0.24073466027497706,3.0,-32768.0,2552.761837696576
37,15251.0,3429.421611630523,414.24232735252184,-1496.0,1328.8342295717357,1066.2365095182042,867.0,1066.2365095182042,1328.8342295717357,1510.0,414.24232735252184,3429.421611630523,22064.0,0.25943601279858036,20.0,-21605.0,2351.4017096191797
38,31448.0,8976.389489708972,1862.641919944424,-1526.0,270.2678838528441,221.8740139487838,148.0,221.8740139487838,270.2678838528441,1526.0,1862.641919944424,8976.389489708972,18130.0,0.23750105258062768,0.0,-19264.0,2305.972679803471
39,8691.0,4125.865967390462,2449.482551123517,-1556.0,1892.1989903625795,1128.526575558337,1219.0,1128.526575558337,1892.1989903625795,1557.0,2449.482551123517,4125.865967390462,15612.0,0.26068204824489555,2.0,-17135.0,2309.665993168709
40,30326.0,4293.249033847529,1171.2398865728878,-1587.0,1501.9573007803028,1286.8116132910575,1258.0,1286.8116132910575,1501.9573007803028,1587.0,1171.2398865728878,4293.249033847529,21999.0,0.24468210264906293,0.0,-30241.0,2364.5215160788875
41,28298.0,5872.55877298176,2237.6818283543744,-1591.0,39.2614043937452,253.64943337730205,132.0,253.64943337730205,39.2614043937452,1601.0,2237.6818283543744,5872.55877298176,14412.0,0.26001851741843424,8.0,-13677.0,2375.3961774828217
42,17529.0,4442.465178808143,2164.7407387971953,-1520.0,815.517096741166,287.18379792699517,95.0,287.18379792699517,815.517096741166,1512.0,2164.7407387971953,4442.465178808143,13523.0,0.2410160418288041,-9.0,-13020.0,2248.0122330628005
43,11032.0,2653.4427208741736,506.4767878724195,-1620.0,1360.5766156449486,1104.1848863964924,924.0,1104.1848863964924,1360.5766156449486,1611.0,506.4767878724195,2653.4427208741736,16945.0,0.25630399288585504,-10.0,-18285.0,2407.67252756682
44,5963.0,13968.848664156087,2597.902847205267,-1607.0,1055.6699284836675,645.6460303314558,469.0,645.6460303314558,1055.6699284836675,1613.0,2597.902847205267,13968.848664156087,18843.0,0.2504920476908531,5.0,-16971.0,2397.751238139603
45,15689.0,10499.4860266614,3746.553369273002,-1851.0,3350.380601654388,2020.4343224141485,1919.0,2020.4343224141485,3350.380601654388,1872.0,3746.553369273002,10499.4860266614,14231.0,0.231363462441223,21.0,-19308.0,2758.9193536600524
46,5324.0,8680.838095106581,752.4617222796226,-1766.0,1939.0843113558342,1527.603795656447,1502.0,1527.603795656447,1939.0843113558342,1779.0,752.4617222796226,8680.838095106581,15393.0,0.25311458857748503,11.0,-16863.0,2629.8899216507143
47,23306.0,2192.0989411119567,2257.665360943805,-2023.0,823.3378604047296,649.1025481343264,552.0,649.1025481343264,823.3378604047296,2041.0,2257.665360943805,2192.0989411119567,19622.0,0.25209991085317135,22.0,-17399.0,3005.819522193573
48,22915.0,11520.699894322068,2052.878026159667,-1975.0,866.8096359452038,1022.3144377884853,475.0,1022.3144377884853,866.8096359452038,1993.0,2052.878026159667,11520.699894322068,32471.0,0.24248485433984243,17.0,-32768.0,2941.1807152910546
49,20162.0,8800.934934259543,2197.2254883520636,-1829.0,1537.6076492167845,1356.6256496676017,1128.0,1356.6256496676017,1537.6076492167845,1843.0,2197.2254883520636,8800.934934259543,32767.0,0.25664779922142034,15.0,-32768.0,2719.269387170017
50,27470.0,6848.871444796068,1868.9637876486145,-1990.0,1167.9995430893882,1003.4487333482218,1202.0,1003.4487333482218,1167.9995430893882,2011.0,1868.9637876486145,6848.871444796068,32688.0,0.25110551468242465,18.0,-32768.0,3007.559309473381
51,18527.0,2505.330536139337,1933.036278023896,-2031.0,591.6974773376888,848.9662819238004,871.0,848.9662819238004,591.6974773376888,2048.0,1933.036278023896,2505.330536139337,30901.0,0.24395502695506477,17.0,-31577.0,3065.8809500696534
52,22083.0,4254.239326156526,727.8105855162145,-1779.0,1353.8817362618001,610.3931123551,613.0,610.3931123551,1353.8817362618001,1790.0,727.8105855162145,4254.239326156526,20876.0,0.24750251869293188,10.0,-19563.0,2665.887469493039
53,7270.0,7467.397104215329,722.5256802808847,-1617.0,469.56627642594697,443.1101909622996,394.0,443.1101909622996,469.56627642594697,1615.0,722.5256802808847,7467.397104215329,15358.0,0.26122136955690806,-2.0,-13366.0,2403.246554142958
54,5601.0,3148.5179689457077,962.6049933634959,-2024.0,2400.141162353997,1787.1006202090762,1683.0,1787.1006202090762,2400.141162353997,2027.0,962.6049933634959,3148.5179689457077,17744.0,0.24210790546555866,1.0,-17619.0,2996.3980042711282
55,48649.0,10572.456505776709,1989.3729652815487,-2000.0,329.3910039144068,268.46266967102264,85.0,268.46266967102264,329.3910039144068,2004.0,1989.3729652815487,10572.456505776709,24387.0,0.24571372167108,5.0,-17606.0,2982.118709910791
56,55040.0,8640.223803907396,527.3881955801257,-1748.0,570.6799614424739,291.19871421889866,168.0,291.19871421889866,570.6799614424739,1775.0,527.3881955801257,8640.223803907396,22068.0,0.2721896097241049,30.0,-21999.0,2674.3066391122766
57,6757.0,7432.383838425442,1429.3093444136537,-2362.0,1168.1003716771436,324.73496573638454,217.0,324.73496573638454,1168.1003716771436,2384.0,1429.3093444136537,7432.383838425442,20578.0,0.23111306326064576,23.0,-19811.0,3552.978046653258
58,26178.0,8030.392687219208,2157.053706364822,-2342.0,713.0079165453008,733.3500581971616,776.0,733.3500581971616,713.0079165453008,2399.0,2157.053706364822,8030.392687219208,18404.0,0.25168687921494787,32.0,-18643.0,3557.06845590579
59,31058.0,8144.103503410516,2990.104049260234,-1907.0,669.7687106281877,75.93269781558178,356.0,75.93269781558178,669.7687106281877,1965.0,2990.104049260234,8144.103503410516,16553.0,0.26369665916409196,58.0,-15776.0,2873.8522926552782
60,904.0,8782.650670278754,2786.9710216232884,-2013.0,1317.9568292824035,290.41267987476937,538.0,290.41267987476937,1317.9568292824035,2115.0,2786.9710216232884,8782.650670278754,16249.0,0.2308117201777656,85.0,-16619.0,3102.6470956265716
61,2143.0,2310.661390963937,3034.1446925242885,-1975.0,543.0570285970028,247.70745815717513,111.0,247.70745815717513,543.0570285970028,2064.0,3034.1446925242885,2310.661390963937,14614.0,0.2678241753318304,81.0,-17059.0,3023.1285119888635
62,17306.0,4836.9531883680775,2733.0168209469343,-1978.0,1608.720253349192,845.5211744368755,564.0,845.5211744368755,1608.720253349192,2098.0,2733.0168209469343,4836.9531883680775,24683.0,0.22625715129778942,102.0,-17345.0,3087.2923411947886
63,6697.0,369.58491396648617,1844.8826778568412,-2236.0,1915.1193151781392,1296.2989257666493,1235.0,1296.2989257666493,1915.1193151781392,2318.0,1844.8826778568412,369.58491396648617,20429.0,0.26412525199430276,48.0,-19077.0,3416.310583070573
64,53094.0,2373.23799068805,2775.660508853861,-2686.0,483.89403752779,674.4632974366623,406.0,674.4632974366623,483.89403752779,2733.0,2775.660508853861,2373.23799068805,24810.0,0.24971728834428716,37.0,-23828.0,4008.1394686313
65,10139.0,985.8951627355949,1259.865727430389,-2440.0,1353.7018608595301,1133.4418153775232,717.0,1133.4418153775232,1353.7018608595301,2511.0,1259.865727430389,985.8951627355949,24279.0,0.25504521646358114,-4.0,-30576.0,3579.1764415854104
66,7361.0,1540.1653060789629,1529.4936553629627,-2340.0,1280.9890046174066,756.2348565124743,389.0,756.2348565124743,1280.9890046174066,2476.0,1529.4936553629627,1540.1653060789629,32767.0,0.2517636450952143,17.0,-32768.0,3654.2717468737874
67,34201.0,1248.0253362365343,878.1398720746947,-2009.0,446.4367369646958,782.0469072073855,413.0,782.0469072073855,446.4367369646958,2202.0,878.1398720746947,1248.0253362365343,26806.0,0.2469706979554634,-88.0,-29418.0,3134.235313437713
68,17022.0,929.4174662055162,2179.995960104147,-2196.0,876.8045241170453,807.248793080301,458.0,807.248793080301,876.8045241170453,2274.0,2179.995960104147,929.4174662055162,25059.0,0.24554962910158917,-46.0,-25245.0,3381.464327772807
69,63789.0,2084.5062764999457,1292.939710370965,-2089.0,1312.0486207577574,1373.3131126388566,753.0,1373.3131126388566,1312.0486207577574,2119.0,1292.939710370965,2084.5062764999457,24993.0,0.25575115053813124,6.0,-24699.0,3251.6632666990595
70,26051.0,16388.055282154448,3105.496900923722,-1657.0,1422.4155753680595,1519.4903745510085,1361.0,1519.4903745510085,1422.4155753680595,1679.0,3105.496900923722,16388.055282154448,24745.0,0.23778475431218032,16.0,-20184.0,2471.0032375535247
71,20683.0,10197.763543919089,1230.6727678711106,-1760.0,382.41822957953667,110.62340810362763,65.0,110.62340810362763,382.41822957953667,1770.0,1230.6727678711106,10197.763543919089,31954.0,0.2494016441659431,5.0,-32768.0,2612.495550235445
72,3505.0,5058.669885979564,3563.4587404534395,-2103.0,2130.259604997358,1133.7798750577583,1481.0,1133.7798750577583,2130.259604997358,2096.0,3563.4587404534395,5058.669885979564,25297.0,0.2538354237934626,-3.0,-28204.0,3340.68406168557
73,13801.0,8254.276828309396,2506.996595896806,-1728.0,1760.449386274588,773.6601761508911,907.0,773.6601761508911,1760.449386274588,1735.0,2506.996595896806,8254.276828309396,21324.0,0.2569544027072474,8.0,-25214.0,2655.9403231247497
74,771.0,3447.740545921374,1820.5462372729132,-1523.0,1576.0812567915984,1085.6465345366496,891.0,1085.6465345366496,1576.0812567915984,1523.0,1820.5462372729132,3447.740545921374,16365.0,0.23809307792976941,0.0,-15086.0,2272.9199281980877
75,11512.0,4318.866394343039,1237.2336871582368,-1418.0,967.6182448746811,291.8917665177159,396.0,291.8917665177159,967.6182448746811,1412.0,1237.2336871582368,4318.866394343039,13639.0,0.2555000513039299,-6.0,-11230.0,2096.7036032782507
76,14149.0,5451.213310584129,2659.4934189260857,-1400.0,1791.9351111327724,1282.5781670872323,1137.0,1282.5781670872323,1791.9351111327724,1402.0,2659.4934189260857,5451.213310584129,20733.0,0.24253501818239276,4.0,-18829.0,2090.405702250164
